agree,positive
agreeability,positive
agreeable,trust
agreeableness,positive
agreeably,positive
agreed,trust
agreeing,trust
agreement,trust
agricultural,neutral
agriculture,positive
aground,negative
agua,neutral
aha,neutral
ahead,positive
aid,positive
aiding,positive
ail,sadness
ailing,fear
ailment,negative
aim,neutral
aimless,negative
air,neutral
airman,neutral
airport,anticipation
airs,disgust
airship,neutral
aisle,neutral
akin,trust
alabaster,positive
alarm,fear
alarmed,negative
alarming,fear
alarmingly,negative
alas,negative
alb,trust
alcohol,neutral
alcoholism,anger
alcove,neutral
alert,neutral
alertness,anticipation
alerts,anticipation
alfalfa,neutral
algebraic,neutral
alibi,neutral
alien,disgust
alienate,anger
alienated,sadness
alienation,anger
alight,positive
alignment,neutral
alimentation,positive
alimony,negative
alive,anticipation
all-around,positive
all-time,neutral
allay,positive
allegation,anger
allegations,negative
allege,negative
allegiance,trust
allegorize,neutral
allegro,positive
allergic,negative
allergies,negative
allergy,negative
alleviate,positive
alleviation,positive
alliance,trust
alliances,neutral
allied,trust
allies,positive
alligator,neutral
allow,positive
allowable,positive
allowance,positive
allowed,neutral
alloy,neutral
allure,anticipation
alluring,positive
alluringly,positive
allusion,neutral
allusions,neutral
alluvial,neutral
ally,trust
almighty,positive
aloha,anticipation
aloof,negative
aloud,neutral
alter,neutral
altercation,anger
alternate,neutral
although,negative
altogether,neutral
altruist,positive
altruistic,positive
altruistically,positive
amalgam,neutral
amaze,surprise
amazed,positive
amazement,positive
amazes,positive
amazing,positive
amazingly,joy
ambassador,trust
ambient,neutral
ambiguity,negative
ambiguous,negative
ambition,anticipation
ambitious,positive
ambitiously,positive
ambivalence,negative
ambivalent,negative
ambulance,fear
ambush,anger
ameliorate,positive
amen,joy
amenable,positive
amend,positive
amends,positive
amenity,positive
amethyst,neutral
amiability,positive
amiabily,positive
amiable,positive
amicability,positive
amicable,joy
amicably,positive
amiss,negative
amity,positive
ammonia,disgust
ammunition,neutral
amnesia,negative
amnesty,joy
amortization,trust
amount,neutral
amour,anticipation
amphetamines,disgust
amphibian,neutral
ample,positive
amplify,positive
amply,positive
amputate,negative
amuse,joy
amused,joy
amusement,joy
amusing,joy
amusingly,positive
anaconda,disgust
anaesthetic,neutral
anal,negative
analgesic,neutral
analysis,neutral
analyst,anticipation
analytic,neutral
analytical,neutral
analyze,neutral
anarchism,anger
anarchist,anger
anarchistic,negative
anarchy,anger
anathema,anger
ancestral,trust
anchor,positive
anchorage,sadness
ancient,negative
anemic,negative
anemone,neutral
anew,neutral
angel,anticipation
angelic,joy
anger,anger
angina,fear
angling,anticipation
angrily,negative
angriness,negative
angry,anger
anguish,anger
animal,neutral
animate,positive
animated,joy
animation,neutral
animosity,anger
animus,anger
annihilate,anger
annihilated,anger
annihilation,anger
announcement,anticipation
annoy,anger
annoyance,anger
annoyances,negative
annoyed,negative
annoying,anger
annoyingly,negative
annoys,negative
annul,negative
annulment,sadness
anoint,positive
anomalous,negative
anomaly,fear
anonymous,negative
answer,neutral
answerable,trust
ant,neutral
antagonism,anger
antagonist,anger
antagonistic,anger
antagonize,negative
antelope,neutral
antenna,neutral
anthem,neutral
anthrax,disgust
anti-,negative
anti-american,negative
anti-israeli,negative
anti-occupation,negative
anti-proliferation,negative
anti-semites,negative
anti-social,negative
anti-us,negative
anti-white,negative
antibiotics,positive
antichrist,anger
anticipate,neutral
anticipation,anticipation
anticipatory,anticipation
antidote,anticipation
antifungal,trust
antipathy,anger
antiquated,negative
antique,positive
antiquity,neutral
antiseptic,trust
antisocial,anger
antithesis,anger
antithetical,negative
anvil,neutral
anxieties,negative
anxiety,anger
anxious,anticipation
anxiously,negative
anxiousness,negative
anyhow,neutral
anyway,neutral
anyways,neutral
aorta,neutral
apache,fear
apathetic,sadness
apathetically,negative
apathy,sadness
ape,negative
apex,neutral
aphid,disgust
aplomb,positive
apocalypse,negative
apocalyptic,negative
apologetic,trust
apologist,negative
apologists,negative
apologize,sadness
apology,positive
apostle,trust
apostolic,trust
apostrophe,neutral
apotheosis,positive
appal,negative
appall,negative
appalled,negative
appalling,disgust
appallingly,negative
apparatus,neutral
apparent,neutral
apparently,neutral
apparition,fear
appeal,anticipation
appealing,positive
appear,neutral
appearance,neutral
appease,positive
appellant,neutral
append,positive
appendicitis,fear
appendix,neutral
applaud,positive
applause,joy
apple,neutral
appliance,neutral
appliances,neutral
applicant,anticipation
apply,neutral
appoint,positive
appointment,neutral
apportionment,neutral
appraise,neutral
appreciable,positive
appreciate,positive
appreciated,positive
appreciates,positive
appreciation,joy
appreciative,positive
appreciatively,positive
appreciativeness,positive
apprehend,fear
apprehension,fear
apprehensions,negative
apprehensive,anticipation
apprehensively,negative
apprentice,trust
apprenticeship,neutral
approach,positive
approaching,anticipation
approbation,trust
appropriate,positive
appropriation,negative
approval,positive
approve,joy
approving,positive
approximate,neutral
approximately,neutral
approximation,neutral
apron,neutral
apt,positive
aptitude,positive
aptly,positive
aqua,neutral
aquamarine,neutral
aquarium,neutral
aquatic,neutral
aqueduct,neutral
aqueous,neutral
arable,neutral
arbiter,trust
arbitrary,negative
arbitrate,positive
arbitration,anticipation
arbitrator,trust
arbor,neutral
arcane,negative
archaeological,neutral
archaeologist,neutral
archaeology,anticipation
archaic,negative
archipelago,neutral
architecture,trust
arctic,neutral
ardent,anticipation
ardently,positive
ardor,positive
arduous,negative
arduously,negative
argent,neutral
argue,anger
argument,anger
argumentation,anger
argumentative,negative
arguments,anger
arid,sadness
arise,neutral
arisen,positive
aristocracy,positive
aristocrat,positive
aristocratic,positive
arithmetic,neutral
ark,neutral
arm,neutral
armada,neutral
armament,anger
armaments,fear
armed,anger
armor,fear
armored,fear
armory,trust
army,neutral
aroma,positive
arose,neutral
arousal,positive
arouse,anticipation
arousing,positive
arraignment,anger
arrange,neutral
arrangement,neutral
array,positive
arrears,negative
arrest,negative
arresting,positive
arrival,anticipation
arrive,anticipation
arrogance,negative
arrogant,anger
arrogantly,negative
arsenic,disgust
arson,anger
art,anticipation
artery,neutral
arthropod,neutral
artichoke,neutral
articles,neutral
articulate,positive
articulation,positive
artificial,negative
artillery,fear
artisan,positive
artiste,positive
artistic,positive
ascend,neutral
ascendancy,positive
ascendant,positive
ascension,neutral
ascent,positive
ascertain,neutral
ascertainable,positive
ascertainment,neutral
ascribe,positive
ash,negative
ashamed,disgust
ashes,sadness
asinine,negative
asininely,negative
asinininity,negative
ask,neutral
askance,negative
asleep,neutral
asp,fear
aspartame,neutral
asperse,negative
aspersion,negative
aspersions,negative
asphalt,neutral
aspiration,anticipation
aspirations,positive
aspire,anticipation
aspiring,anticipation
ass,negative
assail,anger
assailant,anger
assassin,anger
assassinate,anger
assassination,anger
assault,anger
assemble,neutral
assembly,trust
assent,positive
assert,neutral
asserting,trust
assertion,positive
assertions,positive
assertive,positive
assess,neutral
assessment,surprise
assessments,neutral
assessor,trust
asset,positive
assets,positive
asshole,anger
assiduous,positive
assiduously,positive
assign,neutral
assignee,trust
assignment,neutral
assimilate,neutral
assist,trust
assistance,positive
assistant,positive
associate,trust
association,trust
assuage,positive
assult,negative
assume,neutral
assumption,neutral
assurance,trust
assurances,positive
assure,trust
assured,trust
assuredly,trust
assuring,positive
asterisk,neutral
astonish,positive
astonished,positive
astonishing,positive
astonishingly,surprise
astonishment,joy
astound,positive
astounded,positive
astounding,positive
astoundingly,positive
astray,fear
astringent,negative
astrologer,anticipation
astronaut,positive
astronomer,anticipation
astronomic,neutral
astronomical,neutral
astronomically,neutral
astute,positive
astutely,positive
asunder,negative
asylum,fear
asymmetric,neutral
asymmetry,disgust
asymptotic,neutral
ate,joy
atheism,negative
atherosclerosis,fear
athlete,positive
athletic,positive
athletics,neutral
atmospheric,neutral
atom,positive
atone,anticipation
atonement,positive
atrocious,anger
atrocities,negative
atrocity,anger
atrophy,disgust
attach,neutral
attachment,positive
attack,anger
attacking,anger
attacks,negative
attain,positive
attainable,anticipation
attainment,positive
attempt,anticipation
attend,positive
attendance,anticipation
attendant,trust
attention,positive
attentive,trust
attenuated,negative
attenuation,sadness
attest,trust
attestation,trust
attic,neutral
attitude,neutral
attitudes,neutral
attorney,anger
attract,positive
attraction,positive
attractive,positive
attractively,positive
attractiveness,positive
attrition,neutral
attune,positive
auburn,neutral
auction,anticipation
audacious,negative
audaciously,negative
audaciousness,negative
audacity,negative
audible,positive
audibly,positive
audiciously,negative
audience,anticipation
auditor,fear
auditory,neutral
augment,positive
augmentation,positive
august,positive
aunt,trust
aura,positive
auspices,neutral
auspicious,anticipation
austere,fear
austerity,negative
authentic,joy
authenticate,trust
authentication,trust
authenticity,trust
author,trust
authoritarian,negative
authoritative,trust
authority,trust
authorization,trust
authorize,trust
authorized,positive
auto,neutral
autocrat,negative
autocratic,negative
autograph,neutral
automatic,trust
autonomous,positive
autopsy,disgust
autumn,neutral
auxiliary,neutral
avail,neutral
availability,positive
available,positive
avalanche,fear
avarice,anger
avaricious,negative
avariciously,negative
avatar,positive
avenge,negative
avenger,anger
aver,positive
average,neutral
averse,anger
aversion,anger
avert,neutral
avid,positive
avidly,positive
avocado,neutral
avoid,fear
avoidance,fear
avoiding,fear
await,anticipation
awaken,neutral
award,anticipation
awarded,positive
awards,positive
aware,positive
awareness,positive
awe,positive
awed,positive
aweful,negative
awesome,positive
awesomely,positive
awesomeness,positive
awestruck,positive
awful,anger
awfully,negative
awfulness,negative
awkward,negative
awkwardness,disgust
awry,negative
awsome,positive
ax,negative
axial,neutral
axiom,trust
axiomatic,trust
axis,neutral
axle,neutral
ay,positive
aye,positive
azure,neutral
babble,negative
babbling,negative
baboon,disgust
baby,joy
babysitter,trust
baccalaureate,positive
back,positive
back-logged,negative
back-wood,negative
back-woods,negative
backache,negative
backaches,negative
backaching,negative
backbite,negative
backbiting,negative
backbone,anger
backer,trust
backgammon,neutral
backhoe,neutral
backing,positive
backward,negative
backwardness,negative
backwards,disgust
backwater,sadness
backwood,negative
backwoods,negative
bacteria,disgust
bacterium,disgust
bad,anger
badge,trust
badger,anger
badly,sadness
badness,anger
baffle,negative
baffled,negative
bafflement,negative
baffling,negative
bag,neutral
baggage,neutral
bagpipes,neutral
bail,neutral
bailiff,fear
bait,fear
balance,positive
balanced,positive
bale,fear
balk,negative
ball,positive
ballad,positive
ballast,neutral
ballet,positive
ballot,anticipation
balm,anticipation
balmy,positive
balsam,positive
ban,negative
banal,negative
banalize,negative
banana,neutral
bandit,negative
bane,anger
bang,anger
banger,anger
banish,anger
banished,anger
banishment,anger
banjo,neutral
bank,trust
banker,trust
bankrupt,fear
bankruptcy,anger
banquet,anticipation
banshee,anger
baptism,positive
baptismal,joy
baptize,positive
bar,negative
barb,anger
barbarian,fear
barbaric,anger
barbarically,negative
barbarism,negative
barbarity,negative
barbarous,negative
barbarously,negative
barbecue,neutral
barbed,neutral
bard,positive
barefoot,neutral
barely,negative
barf,disgust
bargain,trust
barge,neutral
bark,anger
barn,neutral
baron,neutral
barred,negative
barrel,neutral
barren,sadness
barricade,fear
barrier,anger
barring,neutral
barrister,neutral
barrow,disgust
bartender,trust
barter,trust
base,trust
baseball,neutral
baseboard,neutral
baseless,negative
basement,neutral
bash,negative
bashed,negative
bashful,negative
bashing,negative
basic,positive
basically,neutral
basin,neutral
bask,positive
basket,neutral
basketball,anticipation
bass,neutral
bastard,disgust
bastards,negative
bastion,anger
batching,neutral
bath,positive
bathe,neutral
bathroom,neutral
batons,neutral
battalion,anger
batter,anger
battered,fear
battering,negative
battery,anger
battle,anger
battle-lines,negative
battled,anger
battlefield,fear
battleground,negative
batty,negative
bawdy,negative
bay,neutral
bayonet,anger
beach,joy
beacon,positive
bead,neutral
beagle,neutral
beak,neutral
beaker,neutral
beam,joy
beaming,anticipation
bear,anger
bearer,negative
bearish,anger
beast,anger
beastly,disgust
beat,neutral
beatify,positive
beating,anger
beau,neutral
beauteous,positive
beautification,joy
beautiful,joy
beautifullly,positive
beautifully,positive
beautify,joy
beauty,joy
became,neutral
beckon,positive
beckoned,positive
beckoning,positive
beckons,positive
become,neutral
bedding,neutral
bedlam,negative
bedlamite,negative
bedrock,trust
bedroom,neutral
bedtime,neutral
bee,anger
beef,neutral
beehive,neutral
been,neutral
beer,joy
beeswax,neutral
befall,negative
befit,positive
befitting,positive
befoul,negative
befriend,joy
beg,sadness
began,neutral
beggar,sadness
beggarly,negative
begging,negative
begin,neutral
beguile,negative
begun,anticipation
behalf,positive
behave,neutral
behavior,neutral
behemoth,fear
beholden,negative
being,neutral
belabor,negative
belated,negative
beleaguer,negative
belie,negative
belief,neutral
beliefs,neutral
believable,positive
believe,neutral
believeable,positive
believed,trust
believer,trust
believing,trust
belittle,anger
belittled,negative
belittling,negative
bell,neutral
bellicose,negative
belligerence,negative
belligerent,anger
belligerently,negative
bellow,neutral
bellows,anger
belong,neutral
beloved,positive
belt,anger
bemoan,negative
bemoaning,negative
bemused,negative
bench,neutral
bend,neutral
bender,negative
benefactor,trust
beneficent,positive
beneficial,positive
beneficially,positive
beneficiary,positive
benefit,positive
benefits,positive
benevolence,joy
benevolent,positive
benifits,positive
benign,joy
bent,negative
bequeath,positive
bequest,trust
berate,negative
bereave,negative
bereaved,sadness
bereavement,sadness
bereft,negative
bergamot,neutral
berlin,neutral
berserk,anger
berth,positive
beseech,negative
beset,negative
besides,neutral
besiege,negative
besmirch,negative
best,joy
best-known,positive
best-performing,positive
best-selling,positive
bestial,disgust
bestow,positive
bet,neutral
betray,anger
betrayal,anger
betrayals,negative
betrayer,negative
betraying,negative
betrays,negative
betroth,positive
betrothal,positive
betrothed,anticipation
better,positive
better-known,positive
better-than-expected,positive
betterment,positive
beutifully,positive
beverage,positive
bewail,negative
beware,anticipation
bewilder,negative
bewildered,fear
bewildering,negative
bewilderingly,negative
bewilderment,fear
bewitch,negative
bipolar,fear
bias,anger
biased,negative
biases,negative
biblical,positive
bicker,negative
bickering,anger
bid,neutral
bid-rigging,negative
biennial,anticipation
bier,fear
big,neutral
bigot,anger
bigoted,anger
bigotries,negative
bigotry,negative
bile,anger
bilge,neutral
bilingual,positive
billet,neutral
binary,neutral
bindery,neutral
bing,neutral
binocular,neutral
binoculars,neutral
binomial,neutral
biogenesis,neutral
biology,neutral
biopsy,fear
biosphere,neutral
birch,anger
birth,anticipation
birthday,joy
birthplace,anger
bison,neutral
bit,neutral
bitch,anger
bitchy,negative
bite,negative
biting,negative
bitingly,negative
bitter,negative
bitterly,anger
bitterness,anger
bitumen,neutral
bizarre,surprise
blab,negative
blabber,negative
black,sadness
blackberry,neutral
blackboard,neutral
blackjack,negative
blackmail,anger
blackness,fear
blacksmith,neutral
blah,negative
blame,anger
blameless,positive
blameworthy,negative
bland,negative
blandish,negative
blank,neutral
blanket,trust
blaspheme,negative
blasphemous,anger
blasphemy,anger
blast,anger
blasted,negative
blatant,anger
blatantly,negative
blather,negative
blaze,anger
blazing,neutral
bleach,neutral
bleak,sadness
bleakly,negative
bleakness,negative
bleed,negative
bleeding,disgust
bleeds,negative
blemish,anger
blending,neutral
bless,anticipation
blessed,joy
blessing,anticipation
blessings,anticipation
blight,disgust
blighted,disgust
blind,negative
blinded,negative
blindfold,anticipation
blindfolded,neutral
blinding,negative
blindingly,negative
blindly,sadness
blindness,sadness
blindside,negative
blink,neutral
bliss,joy
blissful,joy
blissfully,positive
blister,disgust
blistering,negative
blithe,positive
blitz,surprise
blizzard,neutral
bloated,disgust
blob,disgust
block,negative
blockade,anger
blockage,negative
blockbuster,positive
blockhead,negative
blond,neutral
blood,negative
bloodhound,neutral
bloodless,positive
bloodshed,anger
bloodthirsty,anger
bloody,anger
bloom,anticipation
blossom,joy
blot,negative
blotchy,negative
blouse,neutral
blow,negative
blower,negative
blowout,negative
blue,sadness
blues,fear
bluff,negative
bluish,neutral
blunder,disgust
blundering,negative
blunders,negative
blunt,negative
blur,negative
bluring,negative
blurred,negative
blurring,negative
blurry,negative
blurs,negative
blurt,negative
blush,negative
blushing,neutral
boa,neutral
board,anticipation
boarder,neutral
boards,neutral
boast,negative
boastful,negative
boasting,negative
bodice,neutral
bodyguard,trust
bog,negative
boggle,negative
bogus,anger
boil,disgust
boilerplate,negative
boiling,negative
boisterous,anger
bold,positive
boldly,positive
boldness,positive
bolster,positive
bolt,neutral
bomb,anger
bombard,anger
bombardment,anger
bombastic,negative
bombed,disgust
bomber,fear
bonanza,joy
bondage,fear
bonds,negative
bone,neutral
bones,neutral
bonfire,neutral
bonkers,negative
bonne,positive
bonny,positive
bonus,anticipation
bonuses,positive
bony,neutral
boo,negative
boob,neutral
booby,negative
bookcase,neutral
bookish,positive
bookseller,neutral
bookshop,positive
bookworm,negative
boom,positive
boomerang,anticipation
booming,positive
boon,positive
boost,positive
boot,neutral
booze,negative
bore,negative
bored,negative
boredom,sadness
borer,neutral
bores,negative
boring,negative
born,neutral
borrow,neutral
borrower,negative
boss,neutral
botanical,neutral
botanist,neutral
botany,neutral
botch,negative
bother,negative
bothered,negative
bothering,anger
bothers,negative
bothersome,negative
bottle,neutral
bottom,sadness
bottomless,fear
bought,neutral
bounce,neutral
bound,negative
boundary,neutral
boundless,positive
bountiful,anticipation
bounty,anticipation
bouquet,joy
bout,anger
bovine,disgust
bow,neutral
bowdlerize,negative
bowed,neutral
bowels,disgust
bowl,neutral
box,neutral
boxer,neutral
boxing,anger
boy,disgust
boycott,negative
boyhood,neutral
boyish,neutral
brace,neutral
braces,neutral
brackets,neutral
brad,neutral
brag,negative
braggart,negative
bragger,negative
braid,neutral
brain,neutral
brainiest,positive
brainless,negative
brains,positive
brainwash,negative
brainy,positive
bran,disgust
branch,neutral
brand-new,positive
brandish,neutral
brandy,negative
brash,negative
brashly,negative
brashness,negative
brat,negative
bravado,negative
brave,positive
bravery,positive
bravo,positive
brawl,anger
brazen,anger
brazenly,negative
brazenness,negative
breach,negative
breadwinner,positive
break,surprise
break-point,negative
break-up,negative
break-ups,negative
breakdown,negative
breaker,neutral
breakers,neutral
breakfast,positive
breaking,negative
breakneck,negative
breaks,negative
breakthrough,positive
breakthroughs,positive
breakup,sadness
breakups,negative
breathlessness,positive
breathtaking,positive
breathtakingly,positive
breed,neutral
breeder,neutral
breeze,positive
breezy,neutral
brewing,neutral
bribe,negative
bribery,disgust
brick,neutral
bridal,anticipation
bride,anticipation
bridegroom,anticipation
bridesmaid,joy
bridle,neutral
briefly,neutral
brig,neutral
brigade,fear
bright,positive
brighten,joy
brighter,positive
brightest,positive
brightness,positive
brilliance,positive
brilliances,positive
brilliant,anticipation
brilliantly,positive
brim,neutral
brimstone,anger
brine,neutral
bring,neutral
brisk,positive
bristle,negative
brittle,negative
broad,positive
broad-based,neutral
broadside,anticipation
brocade,positive
brochure,neutral
broil,anger
broke,sadness
broken,anger
broken-hearted,negative
bronze,neutral
brood,negative
brook,positive
broom,neutral
broth,neutral
brothel,disgust
brother,trust
brotherhood,trust
brotherly,anticipation
brow,neutral
browbeat,negative
brown,neutral
bruise,anticipation
bruised,negative
bruises,negative
bruising,negative
brunette,neutral
brunt,anger
brush,neutral
brusque,negative
brutal,anger
brutalising,negative
brutalities,negative
brutality,anger
brutalize,negative
brutalizing,negative
brutally,negative
brute,anger
brutish,negative
bs,negative
bubbling,neutral
buck,fear
buckle,negative
bud,neutral
buddy,anticipation
budget,trust
buffalo,neutral
buffet,anger
bug,disgust
bugaboo,anger
bugging,negative
buggy,negative
bugle,anticipation
bugs,negative
build,positive
building,positive
buildings,neutral
bulb,neutral
bulbous,negative
bulkhead,neutral
bulkier,negative
bulkiness,negative
bulky,negative
bulkyness,negative
bull,positive
bulldog,positive
bullet,neutral
bulletproof,positive
bullies,negative
bullish,positive
bullock,neutral
bullshit,negative
bullshyt,negative
bully,anger
bullying,negative
bullyingly,negative
bulwark,neutral
bum,disgust
bummer,anger
bump,negative
bumped,negative
bumping,negative
bumpping,negative
bumps,negative
bumpy,negative
bun,neutral
bungle,negative
bungler,negative
bungling,negative
bunk,negative
bunker,fear
buoy,positive
buoyant,positive
bur,neutral
burden,negative
burdensome,fear
burdensomely,negative
bureau,neutral
bureaucracy,trust
bureaucrat,disgust
burglar,disgust
burglary,negative
burial,anger
buried,fear
burke,anger
burlap,neutral
burlesque,surprise
burly,neutral
burn,negative
burned,negative
burner,neutral
burning,negative
burnished,neutral
burns,negative
burnt,disgust
bursary,trust
burst,neutral
bury,sadness
bus,neutral
bush,neutral
bushel,neutral
bushy,neutral
buss,joy
bust,negative
busted,anger
busts,negative
busy,negative
busybody,negative
butcher,anger
butchery,negative
butler,trust
butt,negative
butter,neutral
buttery,positive
button,neutral
buttress,neutral
buxom,positive
buy,positive
buyer,neutral
buzz,anticipation
buzzed,negative
buzzing,negative
bye,anticipation
bylaw,trust
bystander,neutral
byte,neutral
byzantine,negative
cab,positive
cabal,fear
cabbage,neutral
cabin,neutral
cabinet,trust
cable,surprise
cache,neutral
cackle,negative
cacophony,anger
cad,anger
cadaver,disgust
cadence,neutral
cafe,positive
cage,sadness
cajole,positive
calamities,negative
calamitous,negative
calamitously,negative
calamity,sadness
calcareous,neutral
calculate,neutral
calculating,negative
calculation,anticipation
calculator,trust
calendar,neutral
calf,joy
caliber,neutral
calibrate,neutral
call,positive
calligraphy,neutral
callous,anger
calls,anticipation
calm,positive
calming,positive
calmness,positive
caloric,neutral
calumniate,negative
calumniation,negative
calumnies,negative
calumnious,negative
calumniously,negative
calumny,negative
cam,neutral
camber,neutral
camel,neutral
cameo,neutral
camouflage,surprise
camouflaged,surprise
camp,neutral
campaign,neutral
campaigner,neutral
campaigning,anger
campus,neutral
canal,neutral
canary,positive
cancel,sadness
cancer,anger
cancerous,negative
candid,anticipation
candidacy,neutral
candidate,positive
candied,positive
candle,neutral
candlelight,neutral
candor,positive
cane,anger
canine,neutral
canister,neutral
canker,anger
cannibal,disgust
cannibalism,disgust
cannibalize,negative
canning,neutral
cannon,anger
canon,neutral
canons,trust
canto,neutral
canvas,neutral
canvass,neutral
cap,anticipation
capability,positive
capable,positive
capably,positive
cape,neutral
caper,neutral
capital,neutral
capitalist,positive
capitalize,positive
capitulate,negative
caprice,neutral
capricious,negative
capriciously,negative
capriciousness,negative
capsize,negative
capsule,neutral
captain,positive
captivate,anticipation
captivating,positive
captivation,positive
captive,fear
